store_id,purchase_datetime,product_title,sku,currency,price,quantity,total_price,type_of_transaction,transaction_id,transaction_datetime,session_id,product_category,product_subcategory,entry/exit_method,trip_duration_mins,group_size
HDHRoger'sMarket,2/28/2024 7:28,Nong Shim Bowl Noodle Shin,31146262441,,,1,,order,7878f481-3ae5-4b22-b77b-19983358a31b,,94b96382-91f4-4b3d-bb15-21abfd28235c,NTPM-JWO-GR SOUPS,NTPM-JWO-GR SOUPS,App,3.2666,1
HDHRoger'sMarket,2/28/2024 7:28,Raos Chicken Parmesan,7.47479E+11,,,1,,order,0d32cd39-fe14-4334-ac90-75f696d0d2c1,,94b96382-91f4-4b3d-bb15-21abfd28235c,NTPM-JWO-FRZ GROCERY,NTPM-JWO-FRZ GROCERY,App,3.2666,1
HDHRoger'sMarket,2/28/2024 7:29,Naked Green Machine,82592720153,,,1,,order,2c7d605e-e4cf-4848-a77a-922a12ead606,,ba07b20a-3853-4cef-aa85-94f98015222f,NTPM-JWO-BEV JUICES PERISHABLE,NTPM-JWO-BEV JUICES PERISHABLE,App,0.7666,1
HDHRoger'sMarket,2/28/2024 7:30,Dnkn Dnts Iced Coffee Vanilla,49000072396,,,1,,order,368eeafb-4062-4aba-9eed-092b63817f57,,de1feb88-d3a7-489e-b6d9-04dca8bac8d6,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,0.6166,1
HDHRoger'sMarket,2/28/2024 7:36,Luna Lemon Zest,7.22252E+11,,,1,,order,1031256a-aa59-4ee8-bc01-62e51140db49,,482d4bf1-103a-4ea4-82cb-e937898c320b,NTPM-JWO-GR BARS,NTPM-JWO-GR BARS,App,1.8333,1
HDHRoger'sMarket,2/28/2024 7:36,Naked Strawberry Banana,82592194152,,,1,,order,65cedf41-a5a3-4666-949d-e72aef32425c,,482d4bf1-103a-4ea4-82cb-e937898c320b,NTPM-JWO-BEV JUICES PERISHABLE,NTPM-JWO-BEV JUICES PERISHABLE,App,1.8333,1
HDHRoger'sMarket,2/28/2024 7:36,Banana,99990000329,,,2,,order,c8958d0b-40d4-4e2b-bccf-fd8de0741af4,,1fb2c7c7-8ca2-4ec4-a5ab-1d949b3f7412,NTPM-JWO-RE-Produce,NTPM-JWO-RE-Produce,App,0.7,1
HDHRoger'sMarket,2/28/2024 7:37,Banq Chicken Pie,31000101015,,,1,,order,a1e6ed91-e71a-40b0-b771-5d54fc5acf22,,6fdbee2c-37ea-476c-a335-205788520f9f,NTPM-JWO-FRZ GROCERY,NTPM-JWO-FRZ GROCERY,App,3.3833,1
HDHRoger'sMarket,2/28/2024 7:37,Motts Applesauce Snack Pk Cinn,1482338,,,1,,order,68a15071-3f0f-4c83-a9ff-efbf8e1e5e4a,,6fdbee2c-37ea-476c-a335-205788520f9f,NTPM-JWO-GR GENERAL,NTPM-JWO-GR GENERAL,App,3.3833,1
HDHRoger'sMarket,2/28/2024 7:38,Smuckers Uncrustables Wheat,51500069608,,,1,,order,0517a285-ccd9-46fa-a4dc-78c92f478dfd,,429af709-4e83-4503-ae5f-935d4bd2dc6b,NTPM-JWO-CHILL REFRIDGERATED PRODUCTS,NTPM-JWO-CHILL REFRIDGERATED PRODUCTS,App,1.6166,1
HDHRoger'sMarket,2/28/2024 7:40,Banana,99990000329,,,2,,order,5d534804-2ac9-4907-9ba1-faee292d3736,,1d5a83d4-406b-46d9-ae2b-b3113ea211c2,NTPM-JWO-RE-Produce,NTPM-JWO-RE-Produce,App,1.6,1
HDHRoger'sMarket,2/28/2024 7:40,Herb Cilantro,99990025209,,,1,,order,946a140d-25e0-4d3d-be26-dc1c7084a237,,1d5a83d4-406b-46d9-ae2b-b3113ea211c2,NTPM-JWO-RE-Produce,NTPM-JWO-RE-Produce,App,1.6,1
HDHRoger'sMarket,2/28/2024 7:40,Mush Ovrnt Oats Blueberry,8.50004E+11,,,1,,order,72ab3f74-ba7b-4a94-a1dd-04607adb7c75,,1d5a83d4-406b-46d9-ae2b-b3113ea211c2,NTPM-JWO-CHILL REFRIDGERATED PRODUCTS,NTPM-JWO-CHILL REFRIDGERATED PRODUCTS,App,1.6,1
HDHRoger'sMarket,2/28/2024 7:40,Aha Sprklng Wtr Blubrry Pom,49000532661,,,1,,order,ab143e79-0558-4a1e-911a-efbd55ca0689,,b6af2d63-da8b-46f8-a6f7-f60d0f4a645f,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,1.3166,2
HDHRoger'sMarket,2/28/2024 7:41,Banana,99990000329,,,1,,order,ad5573e1-4fff-4a21-885a-6acad48b893f,,c5938cf3-d851-4134-9b12-8c0c7f93e9d7,NTPM-JWO-RE-Produce,NTPM-JWO-RE-Produce,App,0.5833,1
HDHRoger'sMarket,2/28/2024 7:42,Banana,99990000329,,,1,,order,8c32aa55-08be-48de-93b7-8db72b72756b,,cc906bfc-9586-4046-a329-eb82e35c43a9,NTPM-JWO-RE-Produce,NTPM-JWO-RE-Produce,App,1.1833,1
HDHRoger'sMarket,2/28/2024 7:43,Alta Dena Milk Whole 64oz,70399100100,,,1,,order,b0fc3e80-20ca-4d52-919b-6d58df09949e,,e0102490-affe-4538-a7b6-62ba292558a8,NTPM-JWO-BEV SOY MILK ALTERNATIVES,NTPM-JWO-BEV SOY MILK ALTERNATIVES,App,0.7333,1
HDHRoger'sMarket,2/28/2024 7:43,Gm Cinn Toast Crunch 12oz,16000122543,,,1,,order,9abd5f98-8edc-467e-b85d-a0d2a971de6b,,e0102490-affe-4538-a7b6-62ba292558a8,NTPM-JWO-GR CEREAL,NTPM-JWO-GR CEREAL,App,0.7333,1
HDHRoger'sMarket,2/28/2024 7:43,Gat Lemon Lime,52000328684,,,1,,order,2f8562fe-334d-4781-831a-1a1d037d0e5d,,214fcb63-f52c-40ff-a441-92b245a3cc98,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,1.45,1
HDHRoger'sMarket,2/28/2024 7:43,Smartwater Alkln Antx 1 Liter,7.86162E+11,,,1,,order,8899e309-236b-4f8c-90e1-6eac0ce9b381,,214fcb63-f52c-40ff-a441-92b245a3cc98,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,1.45,1
HDHRoger'sMarket,2/28/2024 7:44,Minute Maid Apple Juice,25000061516,,,1,,order,8c5fc80d-56fe-4c37-928e-e9512560cfc7,,1e0cbaac-21df-4172-a2f4-91d27f78d97f,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,2.05,1
HDHRoger'sMarket,2/28/2024 7:44,Smuckers Uncrustables Wheat,51500069608,,,1,,order,ec49c440-5201-4d1f-a219-ba00f45fee2b,,1e0cbaac-21df-4172-a2f4-91d27f78d97f,NTPM-JWO-CHILL REFRIDGERATED PRODUCTS,NTPM-JWO-CHILL REFRIDGERATED PRODUCTS,App,2.05,1
HDHRoger'sMarket,2/28/2024 7:45,Kinder Bueno Chocolate Bar,9800000555,,,1,,order,2424e417-07e8-493c-8e57-b2c696fb42f5,,1495ddab-e299-478d-9d0a-1c19d175cb08,NTPM-JWO-GR CANDY,NTPM-JWO-GR CANDY,App,1.4,1
HDHRoger'sMarket,2/28/2024 7:45,Starbucks Frap Coffee 13 7 Oz,1218002,,,1,,order,b55b84e8-687a-4a8a-ad77-869df9fc5c07,,1495ddab-e299-478d-9d0a-1c19d175cb08,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,1.4,1
HDHRoger'sMarket,2/28/2024 7:47,Guayaki Mate Tropical Uprising,6.32432E+11,,,1,,order,c070b09d-1700-4200-ae5a-ed3c30cd1754,,0486f57c-296d-4f60-b58b-14b95dde580d,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,0.7833,1
HDHRoger'sMarket,2/28/2024 7:51,Quest Protein Chc Chp Ckie Dgh,8.88849E+11,,,1,,order,c7f96631-4ac6-47b8-93d5-b10206355853,,36bbf547-98a6-45ca-9d36-037e097cc4b8,NTPM-JWO-GR BARS,NTPM-JWO-GR BARS,App,1.2833,1
HDHRoger'sMarket,2/28/2024 7:54,Awake Caff Choc,8.91325E+11,,,1,,order,94dd6972-9ccb-4a5a-a326-f22645f18564,,0a14cebf-e7cb-4cfd-b31c-82f3cd0b352b,NTPM-JWO-GR CANDY,NTPM-JWO-GR CANDY,App,0.4,1
HDHRoger'sMarket,2/28/2024 7:56,Chex Mix Bold Party,16000126077,,,1,,order,4a27875e-5315-437a-9ff8-1f494a28389d,,5530aba7-4366-4110-aaa5-aa3636cd739e,NTPM-JWO-GR SNACKS,NTPM-JWO-GR SNACKS,App,2.4166,1
HDHRoger'sMarket,2/28/2024 7:56,Pep Farm Goldfish Ched,14100085478,,,1,,order,cb25bdd5-06e4-43fd-8960-4616077c4a79,,5530aba7-4366-4110-aaa5-aa3636cd739e,NTPM-JWO-GR CRACKERS,NTPM-JWO-GR CRACKERS,App,2.4166,1
HDHRoger'sMarket,2/28/2024 7:56,Angies Boom Chika Pop Sea Salt,8.1878E+11,,,1,,order,ef6b6d0f-845d-4fd8-8b6d-2527045ab51d,,e5c0ff10-5f01-496e-911a-44d9b0caadc4,NTPM-JWO-GR CHIPS,NTPM-JWO-GR CHIPS,App,2.3166,1
HDHRoger'sMarket,2/28/2024 7:56,Sunshine Cheez It 4 5oz,24100226429,,,1,,order,3a26ee4f-50e3-47f9-8959-f1d14b507a9d,,e5c0ff10-5f01-496e-911a-44d9b0caadc4,NTPM-JWO-GR CRACKERS,NTPM-JWO-GR CRACKERS,App,2.3166,1
HDHRoger'sMarket,2/28/2024 7:57,Banana,99990000329,,,1,,order,e452c3bc-fd17-458f-949e-f250706fa357,,688b4069-bbfa-497d-9251-401d0d77ecba,NTPM-JWO-RE-Produce,NTPM-JWO-RE-Produce,App,1.8666,1
HDHRoger'sMarket,2/28/2024 7:57,Chino Veg A Fed Egg L White Dz,95437000600,,,1,,order,43484cf7-777b-4df4-8b80-8d19f65c00ba,,688b4069-bbfa-497d-9251-401d0d77ecba,NTPM-JWO-CHILL REFRIDGERATED PRODUCTS,NTPM-JWO-CHILL REFRIDGERATED PRODUCTS,App,1.8666,1
HDHRoger'sMarket,2/28/2024 7:57,Minute Maid Orange Juice,25000061530,,,1,,order,1e030167-6226-404f-83d7-95d8719e16bd,,688b4069-bbfa-497d-9251-401d0d77ecba,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,1.8666,1
HDHRoger'sMarket,2/28/2024 7:57,Ito En Dark Green 16 9 Oz,8.35143E+11,,,1,,order,cd7f6b33-2c1c-45a8-b4ec-81169d1e649b,,10882358-1e4d-4b0e-8012-41e45fff78f5,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,1.7833,1
HDHRoger'sMarket,2/28/2024 7:57,Snickers 1 86z,40000424314,,,1,,order,c188d809-df12-48d4-a498-5baa3d7ab227,,10882358-1e4d-4b0e-8012-41e45fff78f5,NTPM-JWO-GR CANDY,NTPM-JWO-GR CANDY,App,1.7833,1
HDHRoger'sMarket,2/28/2024 7:58,Naked Power C Machine,82592917157,,,1,,order,3b96d84a-bd2b-42af-b7da-7c8b5877be24,,454ce055-5cfc-465b-ba4a-b7b512609994,NTPM-JWO-BEV JUICES PERISHABLE,NTPM-JWO-BEV JUICES PERISHABLE,App,1.4,1
HDHRoger'sMarket,2/28/2024 8:08,Smartwater Alkln Antx 1 Liter,7.86162E+11,,,1,,order,1b5578db-bfd7-48c2-afb1-9463e081f225,,fce530b3-4983-4065-81f1-ec7618e272e6,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,1.95,1
HDHRoger'sMarket,2/28/2024 8:08,Smartwater Strawberry Blkbry,7.86162E+11,,,1,,order,beb28153-df1b-4a4a-8f3a-1d98bedf64f0,,fce530b3-4983-4065-81f1-ec7618e272e6,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,1.95,1
HDHRoger'sMarket,2/28/2024 8:08,Xochitl No Salt,8.54137E+11,,,1,,order,c35b519a-49a8-431d-8636-e8b11bb5a960,,fce530b3-4983-4065-81f1-ec7618e272e6,NTPM-JWO-GR CHIPS,NTPM-JWO-GR CHIPS,App,1.95,1
HDHRoger'sMarket,2/28/2024 8:09,Minute Maid Orange Juice,25000061530,,,1,,order,0913370a-a0c3-445f-8971-751fa3670753,,fe8ba1b1-49ec-4df6-9004-75d7a1e11794,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,0.85,1
HDHRoger'sMarket,2/28/2024 8:11,Clif Wht Choc Macadamia,7.22252E+11,,,1,,order,01b3dca6-330b-4b31-91da-037ee44f1110,,bca58e7e-c4fb-4f49-b303-0894b4a7672c,NTPM-JWO-GR BARS,NTPM-JWO-GR BARS,App,2.4333,1
HDHRoger'sMarket,2/28/2024 8:11,Gat Frost Glacier Freeze,52000324860,,,1,,order,336b0b60-94e5-480f-95af-62a04766665d,,bca58e7e-c4fb-4f49-b303-0894b4a7672c,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,2.4333,1
HDHRoger'sMarket,2/28/2024 8:12,Kind Drk Choc Almond & Coconut,6.02652E+11,,,1,,order,6e512c75-cfe2-4ff9-8923-8dd5b5c2c5e0,,3662b0f7-1ce7-4b2d-a692-0b2b40fd9c64,NTPM-JWO-GR BARS,NTPM-JWO-GR BARS,App,0.3666,2
HDHRoger'sMarket,2/28/2024 8:13,Quaker Oatmeal Cup Apple Cinn,30000319567,,,1,,order,df888e08-596f-4ab8-b3fd-0977bc5fc149,,73104cdc-ef9d-47e1-b9f7-4ce16e4ab200,NTPM-JWO-GR CEREAL,NTPM-JWO-GR CEREAL,App,1.4833,1
HDHRoger'sMarket,2/28/2024 8:13,Celsius Fit Sprklng Watermelon,8.89392E+11,,,1,,order,8a3c7315-d3ec-482a-868d-026432141b74,,c824b1f4-cb2d-4022-8d38-9fd06208bfc3,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,1.8833,1
HDHRoger'sMarket,2/28/2024 8:13,Fairlife Milk Lowfat,8.1162E+11,,,1,,order,a188f2ac-63e7-43b3-bf81-d634271dea93,,80d23342-dc48-4e91-9d57-88932f8c08d1,NTPM-JWO-BEV SOY MILK ALTERNATIVES,NTPM-JWO-BEV SOY MILK ALTERNATIVES,App,1.75,1
HDHRoger'sMarket,2/28/2024 8:13,Nat Bak Fig Bar Blueberry,47495112900,,,1,,order,5773130d-558d-4e00-a61d-d99b5b76aab9,,c824b1f4-cb2d-4022-8d38-9fd06208bfc3,NTPM-JWO-GR BARS,NTPM-JWO-GR BARS,App,1.8833,1
HDHRoger'sMarket,2/28/2024 8:15,Alta Dena Milk 2% 16oz,70399105754,,,1,,order,1cd6f14b-0866-40a8-a7b8-f6aef25c948a,,c9a52748-49ae-4982-9d16-0ed43f45330e,NTPM-JWO-BEV SOY MILK ALTERNATIVES,NTPM-JWO-BEV SOY MILK ALTERNATIVES,App,2.1666,1
HDHRoger'sMarket,2/28/2024 8:15,Post Honey Bunches Oats,8.84912E+11,,,1,,order,91206c91-7f7c-430e-b896-3566c90dc792,,c9a52748-49ae-4982-9d16-0ed43f45330e,NTPM-JWO-GR CEREAL,NTPM-JWO-GR CEREAL,App,2.1666,1
HDHRoger'sMarket,2/28/2024 8:15,Calpico Mango,8.50006E+11,,,1,,order,56006543-ee7d-4c77-b432-a3df07a8a21f,,35b6effd-49b8-4091-a14e-f64fe14ce1f0,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,2.9833,1
HDHRoger'sMarket,2/28/2024 8:15,J Dean Crois Spcy Smkd Ssg Chz,77900513299,,,1,,order,dc413148-dc65-41e8-958b-c36edc4e3dce,,35b6effd-49b8-4091-a14e-f64fe14ce1f0,NTPM-JWO-FRZ GROCERY,NTPM-JWO-FRZ GROCERY,App,2.9833,1
HDHRoger'sMarket,2/28/2024 8:16,Alta Dena Milk Whole 16oz,70399100551,,,1,,order,cb9b6406-eaa4-4f19-bf2c-3e3f66f6641a,,768adbf6-6422-459a-86fd-380993e29d9b,NTPM-JWO-BEV SOY MILK ALTERNATIVES,NTPM-JWO-BEV SOY MILK ALTERNATIVES,App,1.1833,1
HDHRoger'sMarket,2/28/2024 8:16,Kell Raisin Bran,38000116308,,,1,,order,51045cdf-1edd-49a0-bdbb-2a17a2b6ba18,,768adbf6-6422-459a-86fd-380993e29d9b,NTPM-JWO-GR CEREAL,NTPM-JWO-GR CEREAL,App,1.1833,1
HDHRoger'sMarket,2/28/2024 8:16,Yoplait Mixed Berry,70470003108,,,1,,order,e5f0a613-d2ce-4e25-b2af-d3bdc32434f7,,768adbf6-6422-459a-86fd-380993e29d9b,NTPM-JWO-CHILL YOGURT,NTPM-JWO-CHILL YOGURT,App,1.1833,1
HDHRoger'sMarket,2/28/2024 8:16,Pineapple,99999102680,,,1,,order,9b4ead41-3d91-47ba-a307-9485cd2e7f44,,ddf1f0d0-10ba-43a4-91bf-da7417f63d04,NTPM-JWO-Market Kitchen Active,NTPM-JWO-Market Kitchen Active,App,1.4333,1
HDHRoger'sMarket,2/28/2024 8:16,Starbucks Dbl Mocha 15 Oz,12000028458,,,1,,order,b683d195-5ebc-4beb-9159-cdb8acb66b09,,ddf1f0d0-10ba-43a4-91bf-da7417f63d04,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,1.4333,1
HDHRoger'sMarket,2/28/2024 8:16,J Dean Crois Spcy Smkd Ssg Chz,77900513299,,,1,,order,21615c1f-ab08-488b-a07d-d859d441f98c,,05b91111-e6b3-485c-92ee-a7e9da1ca0ac,NTPM-JWO-FRZ GROCERY,NTPM-JWO-FRZ GROCERY,App,2.6666,2
HDHRoger'sMarket,2/28/2024 8:16,Lipton Pureleaf Lemon,12000286186,,,1,,order,81da7be3-b882-48d9-96e5-672bdbe07692,,05b91111-e6b3-485c-92ee-a7e9da1ca0ac,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,2.6666,2
HDHRoger'sMarket,2/28/2024 8:16,Banana,99990000329,,,1,,order,c168205f-80ff-4c88-aca3-76bbde5d98bc,,f74a306f-7404-49f2-8cc6-d6a62429c552,NTPM-JWO-RE-Produce,NTPM-JWO-RE-Produce,App,2.9666,2
HDHRoger'sMarket,2/28/2024 8:16,Strawberries,99990003580,,,1,,order,59e1007a-453c-40fe-b4a6-5f6e8146e339,,32b4f6e8-3951-4c8a-8ec8-3006aff96717,NTPM-JWO-RE-Produce,NTPM-JWO-RE-Produce,App,3.2666,2
HDHRoger'sMarket,2/28/2024 8:16,Vanilla Yogurt Parfait,99999102352,,,1,,order,37d47a59-4a18-415b-addc-67ef81d8df4a,,f74a306f-7404-49f2-8cc6-d6a62429c552,NTPM-JWO-Market Kitchen Active,NTPM-JWO-Market Kitchen Active,App,2.9666,2
HDHRoger'sMarket,2/28/2024 8:19,Banana,99990000329,,,1,,order,ea19868c-dfa5-4ac3-9fc0-ac0df06f1ce3,,01cc61a1-035a-42d3-a339-f9953f8f8cc5,NTPM-JWO-RE-Produce,NTPM-JWO-RE-Produce,App,1.2833,1
HDHRoger'sMarket,2/28/2024 8:19,Clif Builders Choc Mint,7.22253E+11,,,2,,order,e65ca179-9435-4efd-a802-35abfcda322d,,01cc61a1-035a-42d3-a339-f9953f8f8cc5,NTPM-JWO-GR BARS,NTPM-JWO-GR BARS,App,1.2833,1
HDHRoger'sMarket,2/28/2024 8:19,Clif Wht Choc Macadamia,7.22252E+11,,,1,,order,b7d03766-95df-4d36-8cfd-4212398c789e,,a9e56de2-3a8b-4b14-86be-303369b296df,NTPM-JWO-GR BARS,NTPM-JWO-GR BARS,App,1.9333,1
HDHRoger'sMarket,2/28/2024 8:22,Guayaki Mate Bluephoria,6.32433E+11,,,1,,order,056f2d97-cf63-4784-ad4a-56e10af122b4,,de507237-1572-4c9d-a0b4-8520a3aaf955,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,1.0166,1
HDHRoger'sMarket,2/28/2024 8:22,Nutri Grain Strawberry,38000359217,,,1,,order,05f7a260-998a-485f-83ff-8f8fcb2cfeb0,,de507237-1572-4c9d-a0b4-8520a3aaf955,NTPM-JWO-GR BARS,NTPM-JWO-GR BARS,App,1.0166,1
HDHRoger'sMarket,2/28/2024 8:22,Vanilla Yogurt Parfait,99999102352,,,1,,order,04602ec4-db09-4a37-8622-90f66da06f20,,f178784a-8393-4c1e-9272-36baeb35e122,NTPM-JWO-Market Kitchen Active,NTPM-JWO-Market Kitchen Active,App,0.4666,1
HDHRoger'sMarket,2/28/2024 8:24,Celsius Fit Sprklng Watermelon,8.89392E+11,,,1,,order,92baa2eb-f233-4ed1-855e-e613b086ce69,,76d6ff23-10e3-461b-b557-c0947c1a2eb4,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,1.5333,1
HDHRoger'sMarket,2/28/2024 8:26,Bic Pen Atlantis Rtrctbl Blk,70330143678,,,1,,order,76472865-9b57-4faa-b308-4daf3ed4ed68,,dac1c089-4189-4147-ba9f-1eeaf827b6e5,NTPM-JWO-SCHOOL AND OFFICE SUPPLIES,NTPM-JWO-SCHOOL AND OFFICE SUPPLIES,App,0.3666,1
HDHRoger'sMarket,2/28/2024 8:26,Bakerly Crepes Chocolate Pk,8.5216E+11,,,1,,order,d9577713-767b-4b5a-9595-814b2ab4758a,,73378fbe-ef21-47f1-a73b-9e4a03469fce,NTPM-JWO-CHILL REFRIDGERATED PRODUCTS,NTPM-JWO-CHILL REFRIDGERATED PRODUCTS,App,0.75,1
HDHRoger'sMarket,2/28/2024 8:26,Guayaki Mate Orange Exuberance,6.32433E+11,,,1,,order,44929cea-1ade-424f-b4c7-fd28efd11663,,d17be7e1-6a9e-4f62-a59b-791062ed080c,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,1.4833,1
HDHRoger'sMarket,2/28/2024 8:29,Chino Veg A Fed Egg L White Dz,95437000600,,,1,,order,bf70f73e-9cae-4fb4-b4fc-e57fa1e43b84,,0a284ea8-e451-419e-8c01-d7c18aa7d697,NTPM-JWO-CHILL REFRIDGERATED PRODUCTS,NTPM-JWO-CHILL REFRIDGERATED PRODUCTS,App,1.9166,1
HDHRoger'sMarket,2/28/2024 8:29,Ef Ecos Laundry He Lavendar,7.49174E+11,,,1,,order,9793acf2-8c0a-4686-8a3b-e9758c478df8,,0a284ea8-e451-419e-8c01-d7c18aa7d697,NTPM-JWO-HH CLEANERS SOAPS,NTPM-JWO-HH CLEANERS SOAPS,App,1.9166,1
HDHRoger'sMarket,2/28/2024 8:29,Guayaki Mate Enlighten Mint,6.32433E+11,,,1,,order,9865cdbc-be4f-4290-b321-ed600b76afbd,,0a284ea8-e451-419e-8c01-d7c18aa7d697,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,1.9166,1
HDHRoger'sMarket,2/28/2024 8:31,J Dean Muffin Egg Cheese,77900514999,,,1,,order,0b942233-9ddc-4202-ac85-802ed2ee7f22,,ea2e9e4c-263e-496c-bc4e-dac32fda61e7,NTPM-JWO-FRZ GROCERY,NTPM-JWO-FRZ GROCERY,App,0.9166,1
HDHRoger'sMarket,2/28/2024 8:32,Ito En Jasmine Green 16 9 Oz,8.35143E+11,,,1,,order,b4ca7787-5915-466f-bf69-eedfb46c42b4,,1210806c-8023-4a75-85e1-d91fb3bf9f49,NTPM-JWO-BEVERAGES,NTPM-JWO-BEVERAGES,App,0.7,1
HDHRoger'sMarket,2/28/2024 8:32,Smuckers Uncrustable Straw,51500069615,,,1,,order,18ab5bb5-28cd-49d1-9086-34d86bcd5545,,1210806c-8023-4a75-85e1-d91fb3bf9f49,NTPM-JWO-CHILL REFRIDGERATED PRODUCTS,NTPM-JWO-CHILL REFRIDGERATED PRODUCTS,App,0.7,1
HDHRoger'sMarket,2/28/2024 8:32,Smuckers Uncrustables Wheat,51500069608,,,1,,order,e3600b4a-0501-43ce-9a9a-76d14ec3c4a4,,1210806c-8023-4a75-85e1-d91fb3bf9f49,NTPM-JWO-CHILL REFRIDGERATED PRODUCTS,NTPM-JWO-CHILL REFRIDGERATED PRODUCTS,App,0.7,1
HDHRoger'sMarket,2/28/2024 8:32,Tape It Sealing Tape Clear,21854005003,,,1,,order,e8cb320b-582d-4cc4-94fa-8ac9c0466bf2,,1210806c-8023-4a75-85e1-d91fb3bf9f49,NTPM-JWO-SCHOOL AND OFFICE SUPPLIES,NTPM-JWO-SCHOOL AND OFFICE SUPPLIES,App,0.7,1
